title,author,filename,url
The Invisible Superpower: The Geopolitical Status of the Kushite 25th Dynasty,Jeff Carlson,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-invisible-superpower-the-geopolitical-status-of-the-kush.epub
The Kandake: A Missing History,Ann VanderMeer; Jeff VanderMeer,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-kandake-a-missing-history.pdf
The King Amanikhareqerem and the Meroitic World,"Grace Gershuny; Deborah, L. Martin",,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-king-amanikhareqerem-and-the-meroitic-world.epub
The Kingdom of Kush in the 4th Cataract: Oriental Institute Salvage,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-kingdom-of-kush-in-the-4th-cataract-oriental-institute-s.epub
The Kingdoms of Kush — National Geographic Society,National Geographic Society,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-kingdoms-of-kush-national-geographic-society.epub
The Kushite Pottery Sequence at Kawa: Parallels at Home and Abroad,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-kushite-pottery-sequence-at-kawa-parallels-at-home-and-a.epub
The Land Cover Atlas of Sudan,FAO,the-land-cover-atlas-of-sudan-food.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-land-cover-atlas-of-sudan-food.pdf
The Landscape and Archaeology of Jebel Sabaloka,Declan McHugh,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-landscape-and-archaeology-of-jebel-sabaloka.epub
The Law of Elephants and the Justice of Monkeys: Two Cases of Anti-Colonialism in the Sudan,Richard A. Lobban Jr.,,https://digitalcommons.ric.edu/facultypublications/351/
The Long-run Development Impacts of Agricultural Productivity Gains: Evidence from Irrigation Canals in India,Sam Asher et al.,the-long-run-development-impact-sam-asher-alison-campion-dou.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-long-run-development-impact-sam-asher-alison-campion-dou.pdf
The Lost Pharaohs,A. J. Arberry,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-lost-pharaohs.epub
"The Macroeconomic Effects of Foreign Capital, Liberalization and Reform in Sudan: An Empirical Investigation",Fareed Hassan,,https://www.academia.edu/67852119/The_Macroeconomic_Effects_of_Foreign_Capital_Liberalization_and_Reform_in_Sudan_An_Empirical_Investigation
The Mammisi Temple and Kiosk at Naga,Beatrice Shorts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-mammisi-temple-and-kiosk-at-naga.epub
The Meroitic Empire: Trade and Cultural Influences in an Indian Ocean Context,Guy McKinnon,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-meroitic-empire-trade-and-cultural-influences-in-an-indi.epub
The Meroitic Ethiopian Origins of the Modern Oromo Nation,Christopher Knight; Alan Butler,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-meroitic-ethiopian-origins-of-the-modern-oromo-nation.epub
The Mosque Building in Dongola,Edwin Black,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-mosque-building-in-dongola.epub
The Mosque Building in Old Dongola: Conservation and Revitalization Project,Richard A. Lobban Jr.,,https://www.academia.edu/5510091/The_Mosque_Building_in_Old_Dongola_Conservation_and_revitalization_project
The Next Major Gold Mining Destination in Africa,Elina Chow,,http://www.sudanembassybj.com/PDF/Sudan%20Mineral%20Potential%20%20%20%20-Mar15_2017.pdf
The Nile Bride Myth Revisioned in Nubian Literature,Manfred B. Steger; Ravi K. Roy,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/nile-bride-myth-nubian-literature.pdf
"The Nile: An Encyclopedia of Geography, History, and Culture",Jeff Carlson,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-nile-an-encyclopedia-of-geography-history-and-culture.epub
The Nuba: An Anthropological Study of the Hill Tribes in Kordofan,DPT Collective; Marc de Bruijn; Liz Castro; Florian Cramer; Joost Kircz; Silvio Lorusso; Michael Murtaugh; Pia Pol; Miriam Rasch; Margreet Riphagen,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-nuba-an-anthropological-study-of-the-hill-tribes-in-kord.epub
The Nubian Exodus,James W. Sire,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-nubian-exodus.epub
The Nubian Past: An Archaeology of the Sudan,Jeff Carlson,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-nubian-past-an-archaeology-of-the-sudan.epub
The Oriental Institute and Nubia,Barry Gates,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-oriental-institute-and-nubia.epub
The Ottomans and the Funj Sultanate in the Sixteenth and Seventeenth Centuries,A.C.S. Peacock,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/ottomans-funj-sultanate-sixteenth-seventeenth.pdf
The Palace of Muweis in the Shendi Reach,Carlo M. Cipolla,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-palace-of-muweis-in-the-shendi-reach.epub
The Politics and Architecture of Housing in Postcolonial Sudan,Abdalla Ahmed Abdalla,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-politics-and-architecture-of-housing-in-postcolonial-sud.epub
The Queen Mother in the Kingdom of Kush,"By O. G. S. Crawford, C.B.E.,",,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/queen-mother-kingdom-of-kush.pdf
The Railways of Africa: Visions 2025,International Union of Railways (UIC),,https://uic.org/africa/IMG/pdf/the-railways-of-africa-visions-2025.pdf
The Reality of Citrus Production and Marketing in Sudan,Yasir Ahmed Abdalla Eltoum; Anas Omer Abdalbgi Alhadi,the-reality-of-citrus-productio-yasir-ahmed-abdalla-eltoum-ana.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-reality-of-citrus-productio-yasir-ahmed-abdalla-eltoum-ana.pdf
The Role of Institutions in Sustainable Development: The Experience of Sudan Economy,Dirar Elobeid,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/ssrn-2073875.pdf
The Rosette in Nubian Cultures,Andrew Newberg; Mark Robert Waldman,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-rosette-in-nubian-cultures.epub
The Royal Cemeteries of Nubia,John Knowles,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-royal-cemeteries-of-nubia.epub
The Second Message of Islam,Mahmoud Mohammed Taha,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-second-message-of-islam.epub
The Southern Frontier of the Meroitic State,Ali Al-Makk; Ahmed Al-Malik; Isa Al-Hilu; Arthur Gabriel Yak; Bawadir Bashir; Rania Mamoun; Bushra Al-Fadil; Mamoun Eltlib; Abdel Aziz Baraka Sakin; Hammour Ziada,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-southern-frontier-of-the-meroitic-state.epub
The Sudan Handbook,Rift Valley Institute,the-sudan-handbook-rift-valley-institute.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-sudan-handbook-rift-valley-institute.pdf
The Sudan National Museum in Khartoum: An Illustrated Guide,Beatrice Shorts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-sudan-national-museum-in-khartoum-an-illustrated-guide.epub
The Sudan of the Three Niles: The Funj Chronicle,Abdalla Ahmed Abdalla,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-sudan-of-the-three-niles-the-funj-chronicle.epub
The Technology and Craft Organization of Kushite Ceramic Production at Meroe,Beatrice Shorts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-technology-and-craft-organization-of-kushite-ceramic-pro.epub
The Textual Corpus from Wadi Sarga: A New Study,Rémy Lentzner,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-textual-corpus-from-wadi-sarga-a-new-study.epub
The Urban Environment of Khartoum,Mark Twain,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-urban-environment-of-khartoum.epub
The Water Resources of the Sudan,United Nations Water Conference,the-water-resources-of-the-suda-united-nations-water-conference.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-water-resources-of-the-suda-united-nations-water-conference.pdf
"The Water, Energy and Food Security Nexus in the Arab Region",Garry Jenkins,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-water-energy-and-food-security-nexus-in-the-arab-region.epub
The World Bank and the Gezira Scheme in the Sudan,World Bank,the-world-bank-and-the-gezira-s-world-bank.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-world-bank-and-the-gezira-s-world-bank.pdf
The World in a Book: Al-Nuwayri and the Islamic Encyclopedic Tradition,Elias Muhanna,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-world-in-a-book-al-nuwayri-and-the-islamic-encyclopedic-.epub
The Wretched One Becomes the Strong Bull: Nubians in Ancient Egyptian Royal Inscriptions,George MacDonald Fraser,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-wretched-one-becomes-the-strong-bull-nubians-in-ancient-.epub
Third Year of BT Cotton Cultivation in Sudan 2014,Jane Wooldridge; Larry Bleiberg,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/third-year-of-bt-cotton-cultivation-in-sudan-2014.epub
Towards an Environmentally-Sensitive Vision for the Development of Greater Khartoum,Gamal M. Hamid,,https://www.researchgate.net/publication/269336771_Khartoum_2030_Towards_An_Environmentally-Sensitive_Vision_for_the_Development_of_Greater_Khartoum_Sudan
Towards Sustainable Management of Water Resources in Sudan,Ammar Abbker Abdalla,towards-sustainable-management-ammar-abbker-abdalla.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/towards-sustainable-management-ammar-abbker-abdalla.pdf
Towards the African Integrated High Speed Railway Network,African Union,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/towards-the-african-integrated-high-speed-railway-network.epub
"Trace Element and Pb and Sr Isotope Investigation of Tooth Enamel from El-Kurru, Sudan",Antonio Simonetti et al.,,https://doi.org/10.1016/j.apgeochem.2021.105068
Trade & Wadis System in Muslim Sudan,Intisar Soghayroun Elzein,trade-wadis-system-in-muslim-intisar-soghayroun-elzein.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/trade-wadis-system-in-muslim-intisar-soghayroun-elzein.pdf
Trends in the Sudanese Economy Q1 2014,Abdaltif Hassan,trends-in-the-sudanese-economy-abdaltif-hassan.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/trends-in-the-sudanese-economy-abdaltif-hassan.pdf
Understanding How Flood Control Projects Reduce Flood Risk,FEMA / U.S. Army Corps of Engineers,understanding-how-flood-control-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/understanding-how-flood-control-unknown.pdf
Unearthing a Pan-African Crossroad: The Middle Nile Valley in Prehistory,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/unearthing-a-pan-african-crossroad-the-middle-nile-valley-in.epub
Unearthing Pan-African Crossroad: Significance of the Middle Nile Valley in Prehistory,UNESCO,unearthing-pan-african-crossroa-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/unearthing-pan-african-crossroa-unknown.pdf
Upper Nubian Vernacular Architecture,Szymon Maslak (PCMA),upper-nubian-vernacular-archite-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/upper-nubian-vernacular-archite-unknown.pdf
Uranium in Sudan: Way Forward (Geological Research Authority),Hesham Aldeen Alkhar / Ministry of Minerals,republic-of-the-sudan-ministry-hesham-aldeen-alkhar.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/republic-of-the-sudan-ministry-hesham-aldeen-alkhar.pdf
Urban Sector Studies and Capacity Building,UN-HABITAT,urban-sector-studies-and-capaci-united-nations-human-settlement.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/urban-sector-studies-and-capaci-united-nations-human-settlement.pdf
Urban Waterways in Global Cities,OECD,urban-waterways-in-global-citie-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/urban-waterways-in-global-citie-unknown.pdf
Urban World: Mapping the Economic Power of Cities,McKinsey Global Institute,,https://www.mckinsey.com/featured-insights/urbanization/urban-world-mapping-the-economic-power-of-cities
Victory in Nubia and Egypt: Pharaonic Military Campaigns,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/victory-in-nubia-and-egypt-pharaonic-military-campaigns.epub
Village Environmental Management Plans for Dungonab Bay and Mukkawar Island,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/village-environmental-management-plans-for-dungonab-bay-and-.epub
Wad Ben Naga: A History of the Site,Fitness Academy,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/wad-ben-naga-a-history-of-the-site.epub
Wasta: Education Expansion and Economic Liberalization in Sudan,Alan Pearce,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/wasta-education-expansion-and-economic-liberalization-in-sud.epub
Wasta: The Long-Term Implications of Education Expansion and Economic Liberalization on Politics in Sudan,London School of Economics,wasta-the-long-term-implicatio-london-school-of-economics-des.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/wasta-the-long-term-implicatio-london-school-of-economics-des.pdf
"Water Diplomacy: The Share of the Nile River between Egypt, Ethiopia and Sudan",Unknown,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/water-diplomacy-nile-egypt-ethiopia-sudan.pdf
Water Infrastructure in Sudan,World Bank,water-infrastructure-in-sudan-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/water-infrastructure-in-sudan-unknown.pdf
Water Management by Divine Benevolence: Meroitic Pastoral Reservoirs Along the Nile,Harrison Ferrone,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/water-management-by-divine-benevolence-meroitic-pastoral-res.epub
Water Resources and Freshwater Ecosystems in Sudan,FAO,water-resources-and-freshwater-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/water-resources-and-freshwater-unknown.pdf
Water Resources in Sudan,FAO,water-resources-in-sudan-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/water-resources-in-sudan-unknown.pdf
Water Scarcity and Food Security along the Nile,Terje Oestigaard (Nordic Africa Institute),water-scarcity-and-food-securit-terje-oestigaard.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/water-scarcity-and-food-securit-terje-oestigaard.pdf
"Water Use Efficiencies of Gezira, Rahad and New Haifa Irrigated Schemes",Garry Jenkins,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/water-use-efficiencies-of-gezira-rahad-and-new-haifa-irrigat.epub
"Water, Vital for Life and Sustainable Growth in Sudan",UNEP,water-vital-for-life-and-susta-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/water-vital-for-life-and-susta-unknown.pdf
West and East Africa Linked by OIC Rail Project,African Union,west-and-east-africa-linked-by-african-union.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/west-and-east-africa-linked-by-african-union.pdf
Why Are Bureaucrats Slow Adopters? Water Management in the Gezira Scheme,George MacDonald Fraser,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/why-are-bureaucrats-slow-adopters-water-management-in-the-ge.epub
Why Did Taharqa Build His Tomb at Nuri?,John Knowles,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/why-did-taharqa-build-his-tomb-at-nuri.epub
Will a Nile Canal Project Dry Up Africa's Largest Wetland?,Fred Pearce (Yale Environment 360),,https://e360.yale.edu/features/will-a-nile-canal-project-dry-up-africas-largest-wetland
Wind Energy in Sudan for Water Pumping,"Kathrina, Maria",,https://www.sciencedirect.com/science/article/abs/pii/S0960148199000543
Women's Equal Rights and Islam in Sudanese Republican Thought,Lewis Hill; Leonard Perry,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/women-s-equal-rights-and-islam-in-sudanese-republican-though.epub
World Economic Situation and Prospects 2020,United Nations,world-economic-situation-and-pr-united-nations.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/world-economic-situation-and-pr-united-nations.pdf
Wrestling in Ancient Nubia,Scott T. Carroll,,https://digital.la84.org/digital/api/collection/p17103coll10/id/696/download
